# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE84474|cut_and_run|Homo sapiens; Saccharomyces cerevisiae|126|GSE84474_Cut-and-Run_extract_protocol.rtf.gz(9KB), GSE84474_Cut_and_Run_human.rtf.gz(9KB), GSE84474_Cut_and_Run_human_size_selection.rtf.gz(9KB), GSE84474_Cut-and-Run_PEG_protocol.rtf.gz(2KB), GSE84474_Cut-and-Run_spike-in_protocol.rtf.gz(2KB), GSE84474_Cut-and-Run_total_DNA_protocol.rtf.gz(2KB), GSE84474_Native_ChIP.rtf.gz(9KB), GSE84474_RAW.tar(9.7GB)|epigenetics,microbiology,cell_stress,gene_regulation|Cut-and-Run in situ factor profiling maps DNA binding and 3D contact sites at high resolution|Unlike Chromatin Immunoprecipitation ChIP fragments solubilizes total allowing high-resolution mapping probing local environment applied yeast human nuclei yielded precise transcription profiles|
GSE272148|cut_and_tag|Mycobacterium tuberculosis|18|GSE272148_RAW.tar(54MB)|infectious_disease,drug_response,microbiology,cell_stress|CUT&Tag in Bacteria Reveals Unconventional G-Quadruplex Landscape in Mycobacterium tuberculosis in Response to Oxidative Stress|Mtb causative agent global health threat due increasing drug resistance high mortality rates combat effectively novel therapeutic targets urgently needed G-quadruplexes G4s represent promising|
GSE282035|cut_and_tag|Mus musculus|6|GSE282035_RAW.tar(740MB)|development,epigenetics,cell_stress,gene_regulation,signal_transduction|The TFIID subunit Taf13 is dispensable for RNA polymerase II transcription, but essential for early embryogenesis [CUT&TAG]|initiation requires assembly preinitiation complex PIC comprising general factors amongst multiprotein comprises TATA-binding protein TBP TBP-associated TAFs Recent cryo-electron microscopy reported|
GSE295645|cut_and_tag|Homo sapiens|5|GSE295645_RAW.tar(321MB)|cancer,epigenetics,infectious_disease,hematopoiesis,drug_response|Catalytic inhibition of KAT6/KAT7 enhances the efficacy and overcomes primary and acquired resistance to Menin inhibitors in acute myeloid leukaemia [CUT&Tag]|Understanding molecular pathogenesis MLL fusion oncoproteins MLL-FP spawned epigenetic therapies improved clinical outcomes other subtypes AML genetic pharmacological approaches define individual|
GSE295265|cut_and_tag|Mus musculus|12|GSE295265_RAW.tar(726MB)|development,drug_response,cell_stress|Selective GSK3α Inhibition Promotes Self-Renewal Across Different Stem Cell States [CUT&Tag]|Mouse embryonic cells ESCs epiblast EpiSCs represent naïve primed pluripotent requiring distinct culture conditions BRD0705 inhibitor enhances combined IWR1 sustains long-term maintenance even|
GSE287835|cut_and_tag|Homo sapiens|2|GSE287835_RAW.tar(319MB)|immunology,epigenetics,aging|Nucleus-localized S100A9 triggers senescence of human amnion fibroblasts as a heterochromatin buster at parturition - CUT&Tag|Aging considered intensify inflammation initiation labor inducers cell await unexpectedly observe classical cytokines localizes hAFs reveal nS100A9 abundance increases Mechanistically interacts|
GSE285061|cut_and_run|Homo sapiens|5|GSE285061_all_samples.macs2.consensus.peaks.bed.gz(340KB), GSE285061_RAW.tar(899MB)|cancer,immunology,hematopoiesis,plant_biology|Targeting SUMOylation triggers interferon-beta-dependent activation of patient and allogenic Natural Killer cells in preclinical models of Acute Myeloid Leukemia [CUT&RUN]|critical actors anti-tumoral immune response often dysfunctional cancer patients particularly hematological malignancies like Leukemias AML typically exhibit low numbers activity addition increasing|
GSE273418|cut_and_run|Homo sapiens|10|GSE273418_PLX085833_assay_data.csv.gz(1MB), GSE273418_PLX268514_assay_data.csv.gz(683KB), GSE273418_PLX270348_assay_data.csv.gz(267KB), GSE273418_RAW.tar(1.2GB)|cancer,neuroscience,development,epigenetics|SIRT2 is a regulator of the differentiation block driven by SMARCB1 loss in ATRT. [CUT&Run]|Atypical teratoid rhabdoid tumor highly aggressive brain childhood poor overall survival salient molecular feature epigenetic dysregulation genome affects lineage commitment controlling gene|
GSE299057|cut_and_run|Mus musculus|6|GSE299057_RAW.tar(47MB)|epigenetics,infectious_disease,cell_stress,gene_regulation,cell_cycle|Nucleosomes gate cofactor access to the transcription factor p53 [CUT&Run]|regulates cell cycle progression apoptosis DNA damage response large fraction resides inaccessible chromatin impact ability engage cofactors interaction members ubiquitin proteasome system UPS two|
GSE291044|cut_and_run|Mus musculus|4|GSE291044_RAW.tar(630MB)|immunology,rna_biology|PUS10-induced tRNA fragmentation impacts retrotransposon-driven inflammation [CUT&RUN]|Pseudouridine most widespread modification type cellular RNAs dynamically catalyzed family synthases PUSes response pathophysiological cues previously regulate miRNA biogenesis addition modifying|
GSE284322|cut_and_tag|Mus musculus|14|GSE284322_RAW.tar(685MB)|immunology,infectious_disease,crispr_gene_editing|A Stat1 gain-of-function mutant disrupts normal Stat4 innate lymphocyte programs during viral infection [CUT&Tag]|Interferonopathies drive autoimmunity impair host responses pathogens better understand susceptibility patients GOF mutations generated conditional-knockin mouse models elucidate disease relevance|
GSE276861|cut_and_tag|Homo sapiens|7|GSE276861_RAW.tar(154MB)|epigenetics,aging|H3K27me3 and SUZ12 CUT&Tag in K562 cells depleted of CRAMP1 or SUZ12|essential core histones H2A H2B DNA packaging understood decades linker histone enigmatic compacts nucleosome arrays vitro multiple subtypes variants encoded mammalian genomes mice humans hamper|
GSE276860|cut_and_run|Homo sapiens|9|GSE276860_RAW.tar(1.0GB)|epigenetics,aging|H3K27me3 and SUZ12 CUT&RUN in K562 cells depleted of CRAMP1 or SUZ12|essential core histones H2A H2B DNA packaging understood decades linker histone enigmatic compacts nucleosome arrays vitro multiple subtypes variants encoded mammalian genomes mice humans hamper|
GSE276857|cut_and_tag|Homo sapiens|39|GSE276857_RAW.tar(2.1GB)|immunology,epigenetics,aging,eye_vision|CUT&Tag in K562, HCT116, RPE1 and Jurkat cells|essential core histones H2A H2B DNA packaging understood decades linker histone enigmatic compacts nucleosome arrays vitro multiple subtypes variants encoded mammalian genomes mice humans hamper|
GSE276852|cut_and_run|Homo sapiens|9|GSE276852_RAW.tar(468MB)|epigenetics,aging|CRAMP1 CUT&RUN in K562 cells|essential core histones H2A H2B DNA packaging understood decades linker histone enigmatic compacts nucleosome arrays vitro multiple subtypes variants encoded mammalian genomes mice humans hamper|
GSE275116|cut_and_run|Homo sapiens|9|GSE275116_RAW.tar(210MB)|epigenetics,drug_response,cell_stress|CRAMP1-dependent histone H1 biogenesis is essential for topoisomerase II inhibitor tolerance [CUT&RUN]|TOP2 inhibitors TOP2i mainstay chemotherapeutic agents undermine genome integrity stabilizing TOP2-DNA complexes accompanied DNA damage formation reveal uncharacterized protein linker histones key|
GSE299551|cut_and_run|Mus musculus|18|GSE299551_RAW.tar(2.3GB)|immunology,development,metabolism,epigenetics|Methionine metabolism regulates T cell fate by KCa3.1 activity (Cut&Run)|availibility activation rapid NFAT1 thereby governing Further acute limitation didn affect global histone methylation status stating crucial methioinine early TCR|
GSE291025|cut_and_run|Homo sapiens|18|GSE291025_RAW.tar(9.2GB)|cancer,epigenetics,reproduction,rna_biology|Beyond chromatin: The role of histone variant H2A.B in modulating the genomic distribution of SWI/SNF in cancer|fact testis-specific ectopically expressed Hodgkin lymphoma derived cell lines implicates having oncogenesis either oncogene tumour suppressor similar other epigenetic regulators testis order|
GSE276486|cut_and_run|Homo sapiens|16|GSE276486_Bcells-H3K27ac-allreps_mem_srt_q10_RD.bw(310MB), GSE276486_Bcells-YY1-allreps_mem_srt_q10_RD.bw(271MB), GSE276486_CR_H3K27ac_LCL_allpeaks_sorted_merged.txt.gz(466KB), GSE276486_CR_H3K27ac_T0_allpeaks_sorted_merged.txt.gz(579KB), GSE276486_CR_LCL_allreps_CTCF_KO_sorted_merged.txt.gz(380KB), GSE276486_CR_LCL_allreps_CTCF_WT_sorted_merged.txt.gz(292KB), GSE276486_CR_Mutu1_H3K27ac_allpeaks_sorted_merged.txt.gz(220KB), GSE276486_CR_YY1_LCL_allpeaks_sorted_merged.txt.gz(466KB), GSE276486_CR_YY1_T0_allpeaks_sorted_merged.txt.gz(634KB), GSE276486_LCL-H3K27ac-allreps_mem_srt_q10_RD.bw(363MB), GSE276486_LCL-KO-CTCF-allreps_E_mem_srt_q10_RD.bw(58KB), GSE276486_LCL-KO-CTCF-allreps_mem_srt_q10_YN.bw(256MB), GSE276486_LCL-WT-CTCF-allreps_E_mem_srt_q10_RD.bw(58KB), GSE276486_LCL-WT-CTCF-allreps_mem_srt_q10_YN.bw(287MB), GSE276486_LCL-YY1-allreps_mem_srt_q10_RD.bw(336MB), GSE276486_Mutu1-H3K27ac-allreps_mem_srt_q10_filtered.bw(379MB)|immunology,epigenetics,infectious_disease|EBNA Leader Protein is required to reshape chromatin architecture during B cell transformation by Epstein-Barr Virus (CUT&Run)|Nuclear Antigen EBNA-LP plays pivotal cells EBV functioning independently EBNA2 regulate gene expression reveals binds regions distinct facilitates long-distance loops interacting cellular factor YY1|
GSE284527|cut_and_tag|Plasmodium falciparum|8|GSE284527_GCN5_Peaks.neighboringGene.fun.xlsx(327KB), GSE284527_GCN5_utr_signal.gene.xlsx(345KB), GSE284527_H3K9ac_Peaks.neighboringGene.fun.xlsx(547KB), GSE284527_h3k9ac_utr_signal.gene.xlsx(339KB)|epigenetics,infectious_disease|Chromatin landscape of H3K9ac and its modifier GCN5 in the malaria parasite|analyze active mark catalyzed Plasmodium falciparum schizont stage ChIP-seq CUT Tag-seq|
GSE298210|cut_and_run|Homo sapiens|13|GSE298210_CRD_H33_diff_DBA_peakAnno.csv.gz(8MB), GSE298210_CRD_meanH33_DiffD3_DM.bw(362MB), GSE298210_CRD_meanH33_DiffD3_HC.bw(377MB), GSE298210_CR_H33_prolif_DBA_peakAnno.csv.gz(15MB), GSE298210_CR_meanH33_Prolif_DM.bw(395MB), GSE298210_CR_meanH33_Prolif_HC.bw(325MB), GSE298210_RAW.tar(2.5GB)|cancer,immunology,development,epigenetics,fibrosis_wound,skeletal_muscle,signal_transduction|Defective plasticity in dermatomyositis patients muscle stem cells is associated with sustained intrinsic inﬂammatory signaling and disruption of the histone H3.3 chromatin loading pathway [CUT&RUN]|Skeletal regeneration driven proliferate differentiate restore process myogenesis properties MuSCs extrinsic inflammatory signals While proinflammatory necessary healthy chronic inflammation|
GSE297942|cut_and_run|Mus musculus|6|GSE297942_RAW.tar(817MB)|cancer,development,gut_intestine,microbiology,liver|SOX2 regulates foregut squamous epithelial homeostasis and is lost during Barrett’s esophagus development [CUT&Run]|Esophageal adenocarcinoma increasingly prevalent thought arise metaplastic condition chronic acid bile reflux transforms epithelium gastric-intestinal glandular mucosa molecular determinants driving|
GSE279641|cut_and_tag|Homo sapiens|12|GSE279641_peo1_g4_2R_intersect.bed.gz(216KB), GSE279641_peo1_h3k27ac_2R_intersect.bed.gz(477KB), GSE279641_peo4_g4_2R_intersect.bed.gz(131KB), GSE279641_peo4_h3k27ac_2R_intersect.bed.gz(385KB), GSE279641_RAW.tar(412MB)|cancer,development,epigenetics,reproduction,drug_response,gene_regulation|G-quadruplex structures regulate long-range transcriptional reprogramming to promote drug resistance in ovarian cancer [CUT&Tag]|Enhancers regulatory elements genome regulation Similarly propose secondary DNA termed G-quadruplexes impacting enhancer way via interactions bring together map h3k27ac marks paired cell line PEO1|
GSE278607|cut_and_run|Homo sapiens|18|GSE278607_RAW.tar(4.0GB)|cancer,epigenetics,infectious_disease,gene_regulation|Virus-Human Chromatin Interactions Reorganise 3D Genome and Hijack KDM5B for Promoting Metastasis in Nasopharyngeal Carcinoma [CUT&RUN-seq]|first DNA tumour Epstein-Barr EBV detectable over NPC patients endemic regions Genome-wide chromosome conformation virus-host induce spatial reorganisation loops compartments exhibiting enhancer|
GSE297589|cut_and_tag|Homo sapiens; Mus musculus|38|GSE297589_LK-azaC-repave.alisor.duprm.spike.bw(330MB), GSE297589_LK-Ctrl-repave.alisor.duprm.spike.bw(304MB), GSE297589_MOLM13-0hr-repave-K119ub.alisor.duprm.spike.bw(367MB), GSE297589_MOLM13-0hr-repave-K27ac.alisor.duprm.spike.bw(309MB), GSE297589_MOLM13-16hrazaC-repave-K119ub.alisor.duprm.spike.bw(386MB), GSE297589_MOLM13-16hrazaC-repave-K27ac.alisor.duprm.spike.bw(282MB), GSE297589_SKM1-0hr-repave-K27ac.alisor.duprm.spike.bw(326MB), GSE297589_SKM1-16hrazaC-repave-K27ac.alisor.duprm.spike.bw(341MB), GSE297589_SKM1-K27ac-Ctrl-repave.alisor.duprm.selfnorm.bw(374MB), GSE297589_SKM1-K27ac-Dox-repave.alisor.duprm.selfnorm.bw(381MB), GSE297589_SKM1-SRSF2-0hr-repave2.alisor.duprm.selfnorm.bw(74MB), GSE297589_SKM1-SRSF2-16hrazaC-repave2.alisor.duprm.selfnorm.bw(158MB), GSE297589_SKM1-SRSF2-Ctrl-repave2.alisor.duprm.selfnorm.bw(182MB), GSE297589_SKM1-SRSF2-Dox-repave2.alisor.duprm.selfnorm.bw(188MB)|cancer,epigenetics,hematopoiesis|Cytotoxicity caused by 5-methylcytosine depletion on chromatin-associated RNA by 5-azacytosine in leukemia [CUT&Tag]|5-azacytidine DNA hypomethylating agent clinically improve outcomes myeloid malignancies treatment causes gene dysregulation inconsistent hypomethylation changes patients benefited display notable|
GSE297033|cut_and_run|Mus musculus|4|GSE297033_E13.5_Molar_pSmad15_common_peaks.bed.gz(202KB), GSE297033_E13.5_Molar_pSmad15_merged.filtered.bw(8MB), GSE297033_E13.5_Molar_pSmad3_common_peaks.bed.gz(167KB), GSE297033_E13.5_Molar_pSmad3_merged.filtered.bw(10MB)|development,skeletal_muscle,signal_transduction|Distinct BMP-Smad Signaling Outputs Confer Diverse Functions in Dental Mesenchyme [CUT&Run]|canonical bone morphogenetic protein pathway plays crucial regulatory tooth development activating proteins regulate gene expression previously atypical Smad4-independent Smad1/5-dependent|
GSE296697|cut_and_run|Mus musculus|6|GSE296697_RAW.tar(2MB)|development,epigenetics,skeletal_muscle,signal_transduction|Distinct BMP-Smad Signaling Outputs Confer Diverse Functions in Dental Mesenchyme [ChIP-seq]|canonical bone morphogenetic protein pathway plays crucial regulatory tooth development activating proteins regulate gene expression previously atypical Smad4-independent Smad1/5-dependent|
GSE282331|cut_and_run|Homo sapiens|11|GSE282331_CTCF_down.bed.gz(3KB), GSE282331_CTCF_up.bed.gz(82KB), GSE282331_ORC2_KO_CTCF.clean.bw(109MB), GSE282331_ORC2_KO_CTCF_summits.bed.gz(438KB), GSE282331_ORC2_KO_IgG.clean.bw(143MB), GSE282331_ORC2_KO_IgG_summits.bed.gz(610B), GSE282331_ORC2_KO_rescue_CTCF.clean.bw(131MB), GSE282331_ORC2_KO_rescue_CTCF_summits.bed.gz(293KB), GSE282331_RAW.tar(59MB), GSE282331_WT_CTCF.clean.bw(63MB), GSE282331_WT_CTCF_summits.bed.gz(257KB), GSE282331_WT_IgG.clean.bw(54MB), GSE282331_WT_IgG_summits.bed.gz(331B)|neuroscience,epigenetics,cell_cycle|Regulation of epigenetics and chromosome structure by human ORC2 [CUT&RUN]|six subunit Origin Recognition Complex DNA replication initiator promotes heterochromatinization species multi-omics cell line mutations three subunits reveals bind independent other rather part|
GSE251915|cut_and_tag|Homo sapiens|10|GSE251915_RAW.tar(374MB)|cancer,development|Eradicating neuroblastomas by an RBM39 degrader in combination with anti-GD2 immunotherapy regardless of cancer cell state alterations [CUT&Tag]|lineage plasticity cells defined mixture two major states adrenergic ADRN mesenchymal MES presumably contributes resistance switch largely unknown eradicate clinical challenge four distinct human|
GSE282809|cut_and_run|Mus musculus|6|GSE282809_RAW.tar(947MB)|epigenetics,signal_transduction|Benchmarking Peak Calling Methods for CUT&RUN|Cleavage Under Targets Release Nuclease rapidly gained prominence effective approach mapping protein-DNA interactions especially histone modifications offering substantial improvements over|
GSE268209|cut_and_tag|Mus musculus|8|GSE268209_RAW.tar(3.7GB)|development,epigenetics,infectious_disease,signal_transduction|Binding of KAP1 organizes HP1alpha for transcriptional silencing [CUT&Tag]|Constitutive heterochromatin enriched repetitive elements endogenous retroviral element ERV sequences must repressed sustain normal cell developmental programs prevent chromosomal instability ERVs|
GSE248456|cut_and_run|Mus musculus|9|GSE248456_RAW.tar(715MB)|cancer,metabolism,epigenetics,cell_stress,gene_regulation,signal_transduction|Heterozygous Kmt2d loss diminishes enhancers to render medulloblastoma cells vulnerable to combinatory inhibition of lysine demethylation and oxidative phosphorylation [CUT&RUN]|histone methyltransferase alias MLL4 frequently mutated prevalent unknown highly promotes Ptch driven genesis mice upregulated tumor-promoting programs OXPHOS extensively diminished signals|
